,Car Name,Price,Year Model,KMS,Fuel Type,City
692,"['Renault', 'Captur']","[('10,25,000', ',000')]",2018,"['43,400']",['Diesel'],['Hyderabad']
693,"['Audi', 'A4']","[('13,00,000', ',000')]",2011,"['82,838']",['Diesel'],['Hyderabad']
694,"['Tata', 'Tiago']","[('6,32,500', ',500')]",2018,"['29,102']",['Petrol'],['Hyderabad']
695,"['Maruti', 'Suzuki']","[('3,10,500', ',500')]",2009,"['69,298']",['Petrol'],['Hyderabad']
696,"['Hyundai', 'Santro']","[('2,53,000', ',000')]",2008,"['71,954']",['Petrol'],['Hyderabad']
697,"['Maruti', 'Suzuki']","[('8,39,500', ',500')]",2016,"['53,408']",['Petrol'],['Hyderabad']
698,"['Maruti', 'Suzuki']","[('6,10,000', ',000')]",2017,"['61,439']",['Petrol'],['Hyderabad']
699,"['Hyundai', 'Elite']","[('7,00,000', ',000')]",2015,"['76,747']",['Petrol'],['Hyderabad']
700,"['Maruti', 'Suzuki']","[('4,75,000', ',000')]",2017,"['49,608']",['Petrol'],['Hyderabad']
701,"['Honda', 'CR-V']","[('17,50,000', ',000')]",2015,"['31,000']",['Petrol'],['Hyderabad']
702,"['Hyundai', 'Grand']","[('6,50,000', ',000')]",2018,"['36,100']",['Petrol'],['Hyderabad']
703,"['Mahindra', 'TUV300']","[('5,90,000', ',000')]",2016,"['47,500']",['Diesel'],['Hyderabad']
704,"['Mercedes-Benz', 'AMG']","[('54,50,000', ',000')]",2021,"['1,500']",['Petrol'],['Hyderabad']
705,"['Hyundai', 'Fluidic']","[('8,30,000', ',000')]",2016,"['17,991']",['Petrol'],['Hyderabad']
706,"['Nissan', 'Teana']","[('4,75,000', ',000')]",2007,"['63,900']",['Petrol'],['Hyderabad']
707,"['Mahindra', 'TUV300']","[('5,90,000', ',000')]",2015,[],['Diesel'],['Hyderabad']
708,"['Hyundai', 'Elantra']","[('15,69,000', ',000')]",2018,"['17,000']",['Petrol'],['Hyderabad']
709,"['Volkswagen', 'Jetta']","[('7,90,000', ',000')]",2013,"['63,593']",['Diesel'],['Hyderabad']
710,"['Ford', 'EcoSport']","[('6,40,000', ',000')]",2014,"['73,370']",['Diesel'],['Hyderabad']
711,"['Ford', 'Aspire']","[('5,40,000', ',000')]",2016,"['70,259']",['Diesel'],['Hyderabad']
712,"['Ford', 'Fiesta']","[('3,70,000', ',000')]",2014,"['75,995']",['Diesel'],['Hyderabad']
713,"['Volkswagen', 'Polo']","[('5,40,000', ',000')]",2015,"['76,390']",['Diesel'],['Hyderabad']
714,"['Honda', 'Jazz']","[('6,30,000', ',000')]",2017,"['27,430']",['Petrol'],['Hyderabad']
715,"['Hyundai', 'Creta']","[('10,25,000', ',000')]",2015,"['68,500']",['Diesel'],['Hyderabad']
716,"['Maruti', 'Suzuki']","[('4,25,000', ',000')]",2016,"['60,330']",['Petrol'],['Hyderabad']
717,"['Kia', 'Seltos']","[('13,45,000', ',000')]",2019,"['56,172']",['Diesel'],['Hyderabad']
718,"['Maruti', 'Suzuki']","[('3,90,000', ',000')]",2014,"['50,460']",['Petrol'],['Hyderabad']
719,"['Hyundai', 'Eon']","[('2,85,000', ',000')]",2013,"['68,758']",['Petrol'],['Hyderabad']
720,"['Maruti', 'Suzuki']","[('8,25,000', ',000')]",2018,"['67,101']",['Diesel'],['Hyderabad']
721,"['Maruti', 'Suzuki']","[('5,80,000', ',000')]",2015,"['87,210']",['Diesel'],['Hyderabad']
722,"['Renault', 'Kwid']","[('3,95,000', ',000')]",2018,"['55,929']",['Petrol'],['Hyderabad']
723,"['Renault', 'Captur']","[('10,25,000', ',000')]",2018,"['43,400']",['Diesel'],['Hyderabad']
724,"['Audi', 'A4']","[('13,00,000', ',000')]",2011,"['82,838']",['Diesel'],['Hyderabad']
725,"['Tata', 'Tiago']","[('6,32,500', ',500')]",2018,"['29,102']",['Petrol'],['Hyderabad']
726,"['Maruti', 'Suzuki']","[('3,10,500', ',500')]",2009,"['69,298']",['Petrol'],['Hyderabad']
727,"['Hyundai', 'Santro']","[('2,53,000', ',000')]",2008,"['71,954']",['Petrol'],['Hyderabad']
728,"['Maruti', 'Suzuki']","[('8,39,500', ',500')]",2016,"['53,408']",['Petrol'],['Hyderabad']
729,"['Maruti', 'Suzuki']","[('6,10,000', ',000')]",2017,"['61,439']",['Petrol'],['Hyderabad']
730,"['Hyundai', 'Elite']","[('7,00,000', ',000')]",2015,"['76,747']",['Petrol'],['Hyderabad']
731,"['Maruti', 'Suzuki']","[('4,75,000', ',000')]",2017,"['49,608']",['Petrol'],['Hyderabad']
732,"['Mercedes-Benz', 'E-Class']","[('14,00,000', ',000')]",2011,"['13,294']",['Diesel'],['Hyderabad']
733,"['Maruti', 'Suzuki']","[('3,02,400', ',400')]",2012,"['92,940']",['Petrol'],['Hyderabad']
734,"['Maruti', 'Suzuki']","[('4,95,000', ',000')]",2016,"['37,919']",['Petrol'],['Hyderabad']
735,"['Maruti', 'Suzuki']","[('3,75,000', ',000')]",2014,"['24,500']",['Petrol'],['Hyderabad']
736,"['Ford', 'Mustang']","[('75,00,000', ',000')]",2017,"['10,000']",['Petrol'],['Hyderabad']
737,"['Honda', 'CR-V']","[('16,50,000', ',000')]",2015,"['52,440']",['Petrol'],['Hyderabad']
738,"['Datsun', 'GO']","[('3,25,000', ',000')]",2017,"['38,152']",['Petrol'],['Hyderabad']
739,"['Hyundai', 'Fluidic']","[('8,30,000', ',000')]",2016,"['17,991']",['Petrol'],['Hyderabad']
740,"['Volkswagen', 'Jetta']","[('7,90,000', ',000')]",2013,"['63,593']",['Diesel'],['Hyderabad']
741,"['Ford', 'EcoSport']","[('6,40,000', ',000')]",2014,"['73,370']",['Diesel'],['Hyderabad']
742,"['Maruti', 'Suzuki']","[('4,25,000', ',000')]",2016,"['60,330']",['Petrol'],['Hyderabad']
743,"['Kia', 'Seltos']","[('13,45,000', ',000')]",2019,"['56,172']",['Diesel'],['Hyderabad']
744,"['Maruti', 'Suzuki']","[('8,25,000', ',000')]",2018,"['67,101']",['Diesel'],['Hyderabad']
745,"['Renault', 'Kwid']","[('3,95,000', ',000')]",2018,"['55,929']",['Petrol'],['Hyderabad']
746,"['Maruti', 'Suzuki']","[('5,80,000', ',000')]",2015,"['87,210']",['Diesel'],['Hyderabad']
747,"['Renault', 'Captur']","[('10,25,000', ',000')]",2018,"['43,400']",['Diesel'],['Hyderabad']
748,"['Honda', 'Jazz']","[('6,30,000', ',000')]",2017,"['27,430']",['Petrol'],['Hyderabad']
749,"['Hyundai', 'Creta']","[('10,25,000', ',000')]",2015,"['68,500']",['Diesel'],['Hyderabad']
750,"['Hyundai', 'Grand']","[('6,50,000', ',000')]",2018,"['36,100']",['Petrol'],['Hyderabad']
751,"['Ford', 'Aspire']","[('5,40,000', ',000')]",2016,"['70,259']",['Diesel'],['Hyderabad']
752,"['Ford', 'Fiesta']","[('3,70,000', ',000')]",2014,"['75,995']",['Diesel'],['Hyderabad']
753,"['Volkswagen', 'Polo']","[('5,40,000', ',000')]",2015,"['76,390']",['Diesel'],['Hyderabad']
754,"['Maruti', 'Suzuki']","[('3,90,000', ',000')]",2014,"['50,460']",['Petrol'],['Hyderabad']
755,"['Hyundai', 'Eon']","[('2,85,000', ',000')]",2013,"['68,758']",['Petrol'],['Hyderabad']
756,"['Audi', 'A4']","[('13,00,000', ',000')]",2011,"['82,838']",['Diesel'],['Hyderabad']
757,"['Tata', 'Tiago']","[('6,32,500', ',500')]",2018,"['29,102']",['Petrol'],['Hyderabad']
758,"['Maruti', 'Suzuki']","[('3,10,500', ',500')]",2009,"['69,298']",['Petrol'],['Hyderabad']
759,"['Hyundai', 'Santro']","[('2,53,000', ',000')]",2008,"['71,954']",['Petrol'],['Hyderabad']
760,"['Maruti', 'Suzuki']","[('8,39,500', ',500')]",2016,"['53,408']",['Petrol'],['Hyderabad']
761,"['Maruti', 'Suzuki']","[('6,10,000', ',000')]",2017,"['61,439']",['Petrol'],['Hyderabad']
762,"['Maruti', 'Suzuki']","[('4,75,000', ',000')]",2017,"['49,608']",['Petrol'],['Hyderabad']
763,"['Hyundai', 'Elite']","[('7,00,000', ',000')]",2015,"['76,747']",['Petrol'],['Hyderabad']
764,"['Maruti', 'Suzuki']","[('3,02,400', ',400')]",2012,"['92,940']",['Petrol'],['Hyderabad']
765,"['Toyota', 'Yaris']","[('9,95,000', ',000')]",2018,"['42,444']",['Petrol'],['Hyderabad']
766,"['Mahindra', 'TUV300']","[('5,90,000', ',000')]",2016,"['47,500']",['Diesel'],['Hyderabad']
767,"['Mercedes-Benz', 'C-Class']","[('11,30,000', ',000')]",2009,"['53,000']",['Petrol'],['Hyderabad']
768,"['Maruti', 'Suzuki']","[('4,40,000', ',000')]",2015,"['50,258']",['Petrol'],['Hyderabad']
769,"['Mercedes-Benz', 'E-Class']","[('5,20,000', ',000')]",2008,"['95,000']",['Petrol'],['Hyderabad']
770,"['Maruti', 'Suzuki']","[('4,95,000', ',000')]",2016,"['37,919']",['Petrol'],['Hyderabad']
771,"['Ford', 'Mustang']","[('75,00,000', ',000')]",2017,"['10,000']",['Petrol'],['Hyderabad']
772,"['Volkswagen', 'Jetta']","[('7,90,000', ',000')]",2013,"['63,593']",['Diesel'],['Hyderabad']
773,"['Ford', 'EcoSport']","[('6,40,000', ',000')]",2014,"['73,370']",['Diesel'],['Hyderabad']
774,"['Ford', 'Aspire']","[('5,40,000', ',000')]",2016,"['70,259']",['Diesel'],['Hyderabad']
775,"['Ford', 'Fiesta']","[('3,70,000', ',000')]",2014,"['75,995']",['Diesel'],['Hyderabad']
776,"['Volkswagen', 'Polo']","[('5,40,000', ',000')]",2015,"['76,390']",['Diesel'],['Hyderabad']
777,"['Honda', 'Jazz']","[('6,30,000', ',000')]",2017,"['27,430']",['Petrol'],['Hyderabad']
778,"['Hyundai', 'Creta']","[('10,25,000', ',000')]",2015,"['68,500']",['Diesel'],['Hyderabad']
779,"['Maruti', 'Suzuki']","[('4,25,000', ',000')]",2016,"['60,330']",['Petrol'],['Hyderabad']
780,"['Kia', 'Seltos']","[('13,45,000', ',000')]",2019,"['56,172']",['Diesel'],['Hyderabad']
781,"['Hyundai', 'Grand']","[('6,50,000', ',000')]",2018,"['36,100']",['Petrol'],['Hyderabad']
782,"['Maruti', 'Suzuki']","[('3,90,000', ',000')]",2014,"['50,460']",['Petrol'],['Hyderabad']
783,"['Hyundai', 'Eon']","[('2,85,000', ',000')]",2013,"['68,758']",['Petrol'],['Hyderabad']
784,"['Maruti', 'Suzuki']","[('8,25,000', ',000')]",2018,"['67,101']",['Diesel'],['Hyderabad']
785,"['Maruti', 'Suzuki']","[('5,80,000', ',000')]",2015,"['87,210']",['Diesel'],['Hyderabad']
786,"['Renault', 'Kwid']","[('3,95,000', ',000')]",2018,"['55,929']",['Petrol'],['Hyderabad']
787,"['Renault', 'Captur']","[('10,25,000', ',000')]",2018,"['43,400']",['Diesel'],['Hyderabad']
788,"['Audi', 'A4']","[('13,00,000', ',000')]",2011,"['82,838']",['Diesel'],['Hyderabad']
789,"['Tata', 'Tiago']","[('6,32,500', ',500')]",2018,"['29,102']",['Petrol'],['Hyderabad']
790,"['Maruti', 'Suzuki']","[('3,10,500', ',500')]",2009,"['69,298']",['Petrol'],['Hyderabad']
791,"['Hyundai', 'Santro']","[('2,53,000', ',000')]",2008,"['71,954']",['Petrol'],['Hyderabad']
792,"['Maruti', 'Suzuki']","[('8,39,500', ',500')]",2016,"['53,408']",['Petrol'],['Hyderabad']
793,"['Maruti', 'Suzuki']","[('6,10,000', ',000')]",2017,"['61,439']",['Petrol'],['Hyderabad']
794,"['Hyundai', 'Elite']","[('7,00,000', ',000')]",2015,"['76,747']",['Petrol'],['Hyderabad']
795,"['Maruti', 'Suzuki']","[('4,75,000', ',000')]",2017,"['49,608']",['Petrol'],['Hyderabad']
796,"['Volkswagen', 'Polo']","[('8,30,000', ',000')]",2017,"['40,909']",['Petrol'],['Hyderabad']
797,"['Hyundai', 'Creta']","[('11,60,000', ',000')]",2016,"['56,785']",['Diesel'],['Hyderabad']
798,"['Land', 'Rover']","[('79,00,000', ',000')]",2018,"['39,792']",['Petrol'],['Hyderabad']
799,"['Hyundai', 'Santro']","[('1,75,000', ',000')]",2007,"['47,000']",['Petrol'],['Hyderabad']
800,"['Mercedes-Benz', 'AMG']","[('54,50,000', ',000')]",2021,"['1,500']",['Petrol'],['Hyderabad']
801,"['BMW', '7']","[('8,25,000', ',000')]",2006,"['82,000']",['Diesel'],['Hyderabad']
802,"['Honda', 'Jazz']","[('7,25,000', ',000')]",2016,"['34,000']",['Petrol'],['Hyderabad']
803,"['Hyundai', 'Fluidic']","[('8,30,000', ',000')]",2016,"['17,991']",['Petrol'],['Hyderabad']
804,"['Volkswagen', 'Jetta']","[('7,90,000', ',000')]",2013,"['63,593']",['Diesel'],['Hyderabad']
805,"['Ford', 'EcoSport']","[('6,40,000', ',000')]",2014,"['73,370']",['Diesel'],['Hyderabad']
806,"['Ford', 'Aspire']","[('5,40,000', ',000')]",2016,"['70,259']",['Diesel'],['Hyderabad']
807,"['Ford', 'Fiesta']","[('3,70,000', ',000')]",2014,"['75,995']",['Diesel'],['Hyderabad']
808,"['Volkswagen', 'Polo']","[('5,40,000', ',000')]",2015,"['76,390']",['Diesel'],['Hyderabad']
809,"['Honda', 'Jazz']","[('6,30,000', ',000')]",2017,"['27,430']",['Petrol'],['Hyderabad']
810,"['Hyundai', 'Creta']","[('10,25,000', ',000')]",2015,"['68,500']",['Diesel'],['Hyderabad']
811,"['Maruti', 'Suzuki']","[('4,25,000', ',000')]",2016,"['60,330']",['Petrol'],['Hyderabad']
812,"['Kia', 'Seltos']","[('13,45,000', ',000')]",2019,"['56,172']",['Diesel'],['Hyderabad']
813,"['Hyundai', 'Grand']","[('6,50,000', ',000')]",2018,"['36,100']",['Petrol'],['Hyderabad']
814,"['Maruti', 'Suzuki']","[('3,90,000', ',000')]",2014,"['50,460']",['Petrol'],['Hyderabad']
815,"['Hyundai', 'Eon']","[('2,85,000', ',000')]",2013,"['68,758']",['Petrol'],['Hyderabad']
816,"['Maruti', 'Suzuki']","[('8,25,000', ',000')]",2018,"['67,101']",['Diesel'],['Hyderabad']
817,"['Maruti', 'Suzuki']","[('5,80,000', ',000')]",2015,"['87,210']",['Diesel'],['Hyderabad']
818,"['Renault', 'Kwid']","[('3,95,000', ',000')]",2018,"['55,929']",['Petrol'],['Hyderabad']
819,"['Renault', 'Captur']","[('10,25,000', ',000')]",2018,"['43,400']",['Diesel'],['Hyderabad']
820,"['Audi', 'A4']","[('13,00,000', ',000')]",2011,"['82,838']",['Diesel'],['Hyderabad']
821,"['Tata', 'Tiago']","[('6,32,500', ',500')]",2018,"['29,102']",['Petrol'],['Hyderabad']
822,"['Maruti', 'Suzuki']","[('3,10,500', ',500')]",2009,"['69,298']",['Petrol'],['Hyderabad']
823,"['Hyundai', 'Santro']","[('2,53,000', ',000')]",2008,"['71,954']",['Petrol'],['Hyderabad']
824,"['Maruti', 'Suzuki']","[('8,39,500', ',500')]",2016,"['53,408']",['Petrol'],['Hyderabad']
825,"['Maruti', 'Suzuki']","[('6,10,000', ',000')]",2017,"['61,439']",['Petrol'],['Hyderabad']
826,"['Hyundai', 'Elite']","[('7,00,000', ',000')]",2015,"['76,747']",['Petrol'],['Hyderabad']
827,"['Maruti', 'Suzuki']","[('4,75,000', ',000')]",2017,"['49,608']",['Petrol'],['Hyderabad']
828,"['Maruti', 'Suzuki']","[('3,95,000', ',000')]",2015,"['50,267']",['Petrol'],['Hyderabad']
829,"['Maruti', 'Suzuki']","[('3,02,400', ',400')]",2012,"['92,940']",['Petrol'],['Hyderabad']
830,"['Hyundai', 'Getz']","[('2,50,000', ',000')]",2008,"['63,000']",['Petrol'],['Hyderabad']
831,"['Honda', 'CR-V']","[('16,50,000', ',000')]",2015,"['52,440']",['Petrol'],['Hyderabad']
832,"['Mahindra', 'TUV300']","[('5,90,000', ',000')]",2016,"['47,500']",['Diesel'],['Hyderabad']
833,"['Maruti', 'Suzuki']","[('4,95,000', ',000')]",2016,"['37,919']",['Petrol'],['Hyderabad']
834,"['Hyundai', 'Fluidic']","[('8,30,000', ',000')]",2016,"['17,991']",['Petrol'],['Hyderabad']
835,"['Volkswagen', 'Polo']","[('8,30,000', ',000')]",2017,"['40,909']",['Petrol'],['Hyderabad']
836,"['Volkswagen', 'Jetta']","[('7,90,000', ',000')]",2013,"['63,593']",['Diesel'],['Hyderabad']
837,"['Ford', 'EcoSport']","[('6,40,000', ',000')]",2014,"['73,370']",['Diesel'],['Hyderabad']
838,"['Maruti', 'Suzuki']","[('4,25,000', ',000')]",2016,"['60,330']",['Petrol'],['Hyderabad']
839,"['Kia', 'Seltos']","[('13,45,000', ',000')]",2019,"['56,172']",['Diesel'],['Hyderabad']
840,"['Maruti', 'Suzuki']","[('8,25,000', ',000')]",2018,"['67,101']",['Diesel'],['Hyderabad']
841,"['Renault', 'Kwid']","[('3,95,000', ',000')]",2018,"['55,929']",['Petrol'],['Hyderabad']
842,"['Maruti', 'Suzuki']","[('5,80,000', ',000')]",2015,"['87,210']",['Diesel'],['Hyderabad']
843,"['Renault', 'Captur']","[('10,25,000', ',000')]",2018,"['43,400']",['Diesel'],['Hyderabad']
844,"['Honda', 'Jazz']","[('6,30,000', ',000')]",2017,"['27,430']",['Petrol'],['Hyderabad']
845,"['Hyundai', 'Creta']","[('10,25,000', ',000')]",2015,"['68,500']",['Diesel'],['Hyderabad']
846,"['Hyundai', 'Grand']","[('6,50,000', ',000')]",2018,"['36,100']",['Petrol'],['Hyderabad']
847,"['Ford', 'Aspire']","[('5,40,000', ',000')]",2016,"['70,259']",['Diesel'],['Hyderabad']
848,"['Ford', 'Fiesta']","[('3,70,000', ',000')]",2014,"['75,995']",['Diesel'],['Hyderabad']
849,"['Volkswagen', 'Polo']","[('5,40,000', ',000')]",2015,"['76,390']",['Diesel'],['Hyderabad']
850,"['Maruti', 'Suzuki']","[('3,90,000', ',000')]",2014,"['50,460']",['Petrol'],['Hyderabad']
851,"['Hyundai', 'Eon']","[('2,85,000', ',000')]",2013,"['68,758']",['Petrol'],['Hyderabad']
852,"['Audi', 'A4']","[('13,00,000', ',000')]",2011,"['82,838']",['Diesel'],['Hyderabad']
853,"['Tata', 'Tiago']","[('6,32,500', ',500')]",2018,"['29,102']",['Petrol'],['Hyderabad']
854,"['Maruti', 'Suzuki']","[('3,10,500', ',500')]",2009,"['69,298']",['Petrol'],['Hyderabad']
855,"['Hyundai', 'Santro']","[('2,53,000', ',000')]",2008,"['71,954']",['Petrol'],['Hyderabad']
856,"['Maruti', 'Suzuki']","[('8,39,500', ',500')]",2016,"['53,408']",['Petrol'],['Hyderabad']
857,"['Maruti', 'Suzuki']","[('6,10,000', ',000')]",2017,"['61,439']",['Petrol'],['Hyderabad']
858,"['Maruti', 'Suzuki']","[('4,75,000', ',000')]",2017,"['49,608']",['Petrol'],['Hyderabad']
859,"['Hyundai', 'Elite']","[('7,00,000', ',000')]",2015,"['76,747']",['Petrol'],['Hyderabad']
860,"['Maruti', 'Suzuki']","[('3,02,400', ',400')]",2012,"['92,940']",['Petrol'],['Hyderabad']
861,"['Mercedes-Benz', 'C-Class']","[('11,30,000', ',000')]",2009,"['53,000']",['Petrol'],['Hyderabad']
862,"['Mahindra', 'TUV300']","[('5,90,000', ',000')]",2016,"['47,500']",['Diesel'],['Hyderabad']
863,"['Volkswagen', 'Polo']","[('8,30,000', ',000')]",2017,"['40,909']",['Petrol'],['Hyderabad']
864,"['Hyundai', 'Elite']","[('6,75,000', ',000')]",2016,"['88,110']",['Petrol'],['Hyderabad']
865,"['Mercedes-Benz', 'E-Class']","[('5,20,000', ',000')]",2008,"['95,000']",['Petrol'],['Hyderabad']
866,"['Maruti', 'Suzuki']","[('4,40,000', ',000')]",2015,"['50,258']",['Petrol'],['Hyderabad']
867,"['Audi', 'TT']","[('57,00,000', ',000')]",2019,"['4,000']",['Petrol'],['Hyderabad']
868,"['Volkswagen', 'Jetta']","[('7,90,000', ',000')]",2013,"['63,593']",['Diesel'],['Hyderabad']
869,"['Ford', 'EcoSport']","[('6,40,000', ',000')]",2014,"['73,370']",['Diesel'],['Hyderabad']
870,"['Maruti', 'Suzuki']","[('4,25,000', ',000')]",2016,"['60,330']",['Petrol'],['Hyderabad']
871,"['Kia', 'Seltos']","[('13,45,000', ',000')]",2019,"['56,172']",['Diesel'],['Hyderabad']
872,"['Maruti', 'Suzuki']","[('8,25,000', ',000')]",2018,"['67,101']",['Diesel'],['Hyderabad']
873,"['Renault', 'Kwid']","[('3,95,000', ',000')]",2018,"['55,929']",['Petrol'],['Hyderabad']
874,"['Maruti', 'Suzuki']","[('5,80,000', ',000')]",2015,"['87,210']",['Diesel'],['Hyderabad']
875,"['Renault', 'Captur']","[('10,25,000', ',000')]",2018,"['43,400']",['Diesel'],['Hyderabad']
876,"['Honda', 'Jazz']","[('6,30,000', ',000')]",2017,"['27,430']",['Petrol'],['Hyderabad']
877,"['Hyundai', 'Creta']","[('10,25,000', ',000')]",2015,"['68,500']",['Diesel'],['Hyderabad']
878,"['Hyundai', 'Grand']","[('6,50,000', ',000')]",2018,"['36,100']",['Petrol'],['Hyderabad']
879,"['Ford', 'Aspire']","[('5,40,000', ',000')]",2016,"['70,259']",['Diesel'],['Hyderabad']
880,"['Ford', 'Fiesta']","[('3,70,000', ',000')]",2014,"['75,995']",['Diesel'],['Hyderabad']
881,"['Volkswagen', 'Polo']","[('5,40,000', ',000')]",2015,"['76,390']",['Diesel'],['Hyderabad']
882,"['Maruti', 'Suzuki']","[('3,90,000', ',000')]",2014,"['50,460']",['Petrol'],['Hyderabad']
883,"['Hyundai', 'Eon']","[('2,85,000', ',000')]",2013,"['68,758']",['Petrol'],['Hyderabad']
884,"['Audi', 'A4']","[('13,00,000', ',000')]",2011,"['82,838']",['Diesel'],['Hyderabad']
885,"['Tata', 'Tiago']","[('6,32,500', ',500')]",2018,"['29,102']",['Petrol'],['Hyderabad']
886,"['Maruti', 'Suzuki']","[('3,10,500', ',500')]",2009,"['69,298']",['Petrol'],['Hyderabad']
887,"['Hyundai', 'Santro']","[('2,53,000', ',000')]",2008,"['71,954']",['Petrol'],['Hyderabad']
888,"['Maruti', 'Suzuki']","[('8,39,500', ',500')]",2016,"['53,408']",['Petrol'],['Hyderabad']
889,"['Maruti', 'Suzuki']","[('6,10,000', ',000')]",2017,"['61,439']",['Petrol'],['Hyderabad']
890,"['Maruti', 'Suzuki']","[('4,75,000', ',000')]",2017,"['49,608']",['Petrol'],['Hyderabad']
891,"['Hyundai', 'Elite']","[('7,00,000', ',000')]",2015,"['76,747']",['Petrol'],['Hyderabad']
892,"['Toyota', 'Yaris']","[('9,95,000', ',000')]",2018,"['42,444']",['Petrol'],['Hyderabad']
893,"['Volkswagen', 'Polo']","[('8,30,000', ',000')]",2017,"['40,909']",['Petrol'],['Hyderabad']
894,"['Hyundai', 'Creta']","[('11,60,000', ',000')]",2016,"['56,785']",['Diesel'],['Hyderabad']
895,"['Mahindra', 'TUV300']","[('5,90,000', ',000')]",2015,[],['Diesel'],['Hyderabad']
896,"['Maruti', 'Suzuki']","[('4,95,000', ',000')]",2016,"['37,919']",['Petrol'],['Hyderabad']
897,"['Hyundai', 'Santro']","[('2,50,000', ',000')]",2007,"['76,000']",['Petrol'],['Hyderabad']
898,"['Mercedes-Benz', 'E-Class']","[('5,20,000', ',000')]",2008,"['95,000']",['Petrol'],['Hyderabad']
899,"['BMW', 'X3']","[('7,99,000', ',000')]",2008,"['29,000']",['Petrol'],['Hyderabad']
900,"['Volkswagen', 'Jetta']","[('7,90,000', ',000')]",2013,"['63,593']",['Diesel'],['Hyderabad']
901,"['Ford', 'EcoSport']","[('6,40,000', ',000')]",2014,"['73,370']",['Diesel'],['Hyderabad']
902,"['Ford', 'Aspire']","[('5,40,000', ',000')]",2016,"['70,259']",['Diesel'],['Hyderabad']
903,"['Ford', 'Fiesta']","[('3,70,000', ',000')]",2014,"['75,995']",['Diesel'],['Hyderabad']
904,"['Volkswagen', 'Polo']","[('5,40,000', ',000')]",2015,"['76,390']",['Diesel'],['Hyderabad']
905,"['Honda', 'Jazz']","[('6,30,000', ',000')]",2017,"['27,430']",['Petrol'],['Hyderabad']
906,"['Hyundai', 'Creta']","[('10,25,000', ',000')]",2015,"['68,500']",['Diesel'],['Hyderabad']
907,"['Maruti', 'Suzuki']","[('4,25,000', ',000')]",2016,"['60,330']",['Petrol'],['Hyderabad']
908,"['Kia', 'Seltos']","[('13,45,000', ',000')]",2019,"['56,172']",['Diesel'],['Hyderabad']
909,"['Hyundai', 'Grand']","[('6,50,000', ',000')]",2018,"['36,100']",['Petrol'],['Hyderabad']
910,"['Maruti', 'Suzuki']","[('3,90,000', ',000')]",2014,"['50,460']",['Petrol'],['Hyderabad']
911,"['Hyundai', 'Eon']","[('2,85,000', ',000')]",2013,"['68,758']",['Petrol'],['Hyderabad']
912,"['Maruti', 'Suzuki']","[('8,25,000', ',000')]",2018,"['67,101']",['Diesel'],['Hyderabad']
913,"['Maruti', 'Suzuki']","[('5,80,000', ',000')]",2015,"['87,210']",['Diesel'],['Hyderabad']
914,"['Renault', 'Kwid']","[('3,95,000', ',000')]",2018,"['55,929']",['Petrol'],['Hyderabad']
915,"['Renault', 'Captur']","[('10,25,000', ',000')]",2018,"['43,400']",['Diesel'],['Hyderabad']
916,"['Audi', 'A4']","[('13,00,000', ',000')]",2011,"['82,838']",['Diesel'],['Hyderabad']
917,"['Tata', 'Tiago']","[('6,32,500', ',500')]",2018,"['29,102']",['Petrol'],['Hyderabad']
918,"['Maruti', 'Suzuki']","[('3,10,500', ',500')]",2009,"['69,298']",['Petrol'],['Hyderabad']
919,"['Hyundai', 'Santro']","[('2,53,000', ',000')]",2008,"['71,954']",['Petrol'],['Hyderabad']
920,"['Maruti', 'Suzuki']","[('8,39,500', ',500')]",2016,"['53,408']",['Petrol'],['Hyderabad']
921,"['Maruti', 'Suzuki']","[('6,10,000', ',000')]",2017,"['61,439']",['Petrol'],['Hyderabad']
922,"['Hyundai', 'Elite']","[('7,00,000', ',000')]",2015,"['76,747']",['Petrol'],['Hyderabad']
923,"['Maruti', 'Suzuki']","[('4,75,000', ',000')]",2017,"['49,608']",['Petrol'],['Hyderabad']
